Jordan Spiz'ike Bordeaux,17,-37.1%,$191,315371-070,$175,2012-02-04,Neutral Grey/Varsity Maize-Dark Charcoal-Sapphire Blue-Varsity Red-Black,$51 - $169
Jordan 1 Retro Low Pinnacle Metallic Silver,114,-59.4%,$137,852549-003,$160,2016-10-22,Metallic Silver/White,$29 - $101
Jordan 4 Retro 11Lab4 Black,475,-10.0%,$306,719864-010,$250,2015-04-25,Black/White,$183 - $267
Jordan 5 Retro Fire Red Black Tongue (2013),435,21.9%,$272,136027-120,$160,2013-08-31,White/Fire Red-Black,$152 - $238
Jordan 4 Retro Silver Anniversary,24,6.7%,$410,408202-101,$150,2010-03-27,White/Metallic-Silver,$50 - $270
Jordan 5 Retro Pre-Grape,513,-13.7%,$184,136027-405,$190,2015-05-02,Midnight Navy/Turquoise Blue-White,$128 - $200
Jordan 1 Retro Silver Anniversary,41,--,$275,396009-001,$140,2010-02-13,Neutral Grey/Metallic Silver-White,$85 - $195
Jordan 23 White Varsity Red,19,102.7%,$272,318376-161,$185,2008-05-31,White/Varsity Red-Metallic Silver,$296 - $454
Jordan Hydro Slide Retro 12 OVO,65,89.2%,$131,873907-102,$65,2016-10-01,Summit White/Metallic Gold-White,$105 - $141
Jordan 1 Retro Mid Derek Jeter RE2PECT,21,-22.7%,$114,AH6342-402,$110,2017-07-26,Obsidian/White-Gum Light Brown,$69 - $101
Jordan 12 Retro Rising Sun,28,116.7%,$405,130690-163,$150,2009-11-21,White/Varsity Red-Black,$216 - $434
Jordan 12 Retro PSNY Bordeaux,138,99.3%,$613,AA1233-600,$300,6/28/17,Bordeaux/Bordeaux,$533 - $663
Jordan 1 Retro Knicks,87,96.4%,$279,555088-407,$140,2013-01-05,Game Royal/Team Orange,$218 - $332
Jordan 1 Retro 97 TXT Gym Red,5,34.6%,$150,555071-601,$130,2012-12-31,Gym Red/Black-Gym Red,$153 - $197
Jordan 11 Retro Space Jam (2009),262,110.9%,$522,378037-041,$175,2009-12-23,Black/Varsity Royal-White,$299 - $439
Jordan Spiz'ike White Cement Grey,7,-22.9%,$180,315371-101,$175,2007-11-23,White/Cement Grey-Varsity Red-Black,$102 - $168
Jordan 1 Retro White Perforated,198,-29.4%,$104,555088-100,$160,2017-02-04,White/Black-White,$93 - $133
Jordan 1 Retro Royal (2017),9951,73.8%,$277,555088-007,$160,2017-04-01,Black/Varsity Royal-White,$254 - $302
Jordan XX9 Infrared 23,4,-33.3%,$207,695515-623,$225,2014-11-28,Infrared 23/White-Black,$107 - $193
Jordan 6 Retro Pinnacle Promo Jacket,2,144.4%,$425,AH4614-303,$225,2017-09-01,Palm Green/Palm Green-Black,$425 - $675
Jordan 10 Retro Linen,16,220.0%,$391,310805-142,$125,2005-07-23,White/Linen/University Blue,$324 - $476
Jordan 12 Retro Gym Red (GS),22,-2.1%,$141,153265-600,$140,2016-07-02,Gym Red/Black-White,$113 - $161
Jordan 4 Retro White Cement (2012),425,159.4%,$315,308497-103,$160,2012-02-18,White/Black-Tech Grey,$337 - $493
Jordan 2 Retro Decon Mint Foam,65,9.4%,$265,897521-303,$160,2017-05-24,Mint Foam/Mint Foam,$127 - $223
Jordan 1 Retro 4Lab1 Tropical Teal,24,-57.3%,$128,677690-020,$185,2014-12-01,Black/Tropical Teal,$27 - $131
Jordan Flight Flex Trainer Jeter RE2PECT,13,-12.5%,$189,715855-402,$120,2014-09-20,Midnight Navy/Metallic Gold-Sail-Night Silver,$35 - $175
Jordan 4 Retro Fire Red Mars Blackmon,89,82.6%,$276,308497-162,$115,2006-07-22,White/Varsity Red-Black,$168 - $252
Jordan 1 Retro RTTG Vegas,21,53.8%,$224,539542-035,$130,2012-07-07,Black/Metallic Gold-Gym Red-White,$162 - $238
Jordan 1 Retro Black White (2014),423,110.0%,$303,555088-010,$140,2014-11-08,Black/White-Black,$230 - $358
Jordan 5 Retro Oregon Ducks,1,--,$8000,454803-535,$0,2014-01-01,Black/Apple Green-Yellow Strike,"$7,200 - $8,800"
Jordan Countdown Pack 11/12,117,139.4%,$870,338149-991,$310,2008-12-20,Multi-Color/Multi-Color,$595 - $889
Jordan 1 Retro Black Perforated,311,-29.4%,$113,555088-002,$160,2017-02-04,Black/White-Black,$100 - $126
Jordan 5 Retro Low Fire Red,491,-5.7%,$168,819171-101,$175,2016-03-12,White/Fire Red-Black,$147 - $183
Jordan 8 Retro Aqua (2007),60,96.4%,$286,305381-041,$140,2007-09-22,Black/Bright Concord-Aqua Tone,$213 - $337
Jordan 13 Retro Low Cuse,13,169.2%,$283,310810-106,$130,2005-08-20,White/Metallic Silver-Obsidian-Orange Flash,$276 - $424
Jordan 12 Retro OVO Black,930,113.3%,$568,873864-032,$225,2017-02-18,Black/Metallic Gold-Black,$417 - $543
Jordan 1 Retro Olmypic (2008),20,--,$227,136085-161,White/Varsity,Red,Midnight,Navy/Metallic,--,$202 - $298
Jordan 8 Retro Doernbecher (GS),7,--,$240,729894-480,Hyper,Blue/Electro,Orange-Black,--,$336 - $504
Jordan 17 Retro Copper (2016),482,-38.0%,$226,832816-122,$250,2016-04-09,Copper-Black-White,$139 - $171
Jordan 10 Retro Bulls Over Broadway,546,-7.9%,$236,705178-601,$190,2015-02-14,Gym Red/Black-Wolf Grey,$129 - $221
Jordan 1 Retro Silver Medal,117,-57.1%,$123,332550-602,$140,2016-08-01,Gym Red/Metallic Silver-White,$36 - $84
Jordan 8 Retro Champagne (GS),10,22.2%,$200,833378-030,$180,2016-06-25,Light Bone/Metallic Gold-White,$168 - $272
Jordan 1 Retro Black Patent,81,-27.3%,$120,332550-017,$150,2016-12-01,Black/Black-Anthracite-White,$85 - $133
Jordan 12 Retro Flint Grey,6,233.3%,$354,136001-102,$135,2003-12-13,White/Flint Grey-Metallic Silver,$349 - $551
Jordan 23 All-Star,32,8.1%,$217,318376-101,$185,2008-02-16,White/Black-Varsity Red,$154 - $246
Jordan 1 Retro Alpha,17,54.5%,$174,316269-142,$110,2007-06-02,White/University Blue-Black,$100 - $240
Jordan 12 Retro CDP Taxi (2008),37,158.1%,$415,130690-109,$155,2008-12-20,White/Black-Taxi,$377 - $423
Jordan Future Black White,30,33.3%,$210,656503-010,$150,2014-06-21,Black/Black/White,$143 - $257
Jordan 1 Retro J2K Black Varsity Red,8,--,$282,401620-002,Black/Varsity,Red-White,--,$194 - $356
"Jordan 1 Retro Bred ""Banned"" (2016)",5123,142.5%,$369,555088-001,$160,2016-09-03,Black/Varsity Red-White,$365 - $411
Jordan 17 Retro Chicago Bulls,185,-65.6%,$172,832816-001,$250,2016-05-29,Black/Gym Red-White,$56 - $116
Jordan 7 Retro Hare (2015),1115,4.7%,$249,304775-125,$190,2015-05-16,White/True Red-Light Silver-Tourmaline,$161 - $237
Jordan 3 Retro Doernbecher (2013),13,275.0%,$632,437536-600b,Varsity,Red/Metallic,Silver-Black,$160,2013-07-20,--,$530 - $670
Jordan 11 Retro Low Cherry (2016),2030,29.4%,$250,528895-102,$170,2016-06-04,White/Varsity Red-Black,$196 - $244
Jordan 1 Retro Barons,223,96.4%,$286,555088-104,$140,2014-04-05,White/Black-Neutral Grey,$217 - $333
Jordan 1 Retro Human Highlight,59,18.6%,$139,555088-017,$140,2013-09-07,Black/Yellow/Red,$152 - $180
Jordan 19 OG SE Olympic,6,-5.5%,$230,308492-171,$165,2004-09-04,White/Metallic Gold-Midnight Navy,$78 - $234
Jordan 5 Retro Independence Day,51,40.0%,$268,136027-103,$150,2011-07-02,White/Varsity Red-Obsidian,$160 - $260
Jordan 1 Retro Bronze Medal,217,-50.0%,$108,332550-016,$140,2016-08-01,Black/Metallic Red Bronze-Dark Grey-White-Infrared 23,$55 - $85
Jordan Future QS Glow,31,62.2%,$309,652141-003,$185,2014-03-15,Black/Black-Glow,$208 - $392
Jordan 9 Retro OG 2016 (GS),9,-46.4%,$112,302359-112,$140,2016-12-03,White/Black-True Red,$51 - $99
Jordan 1 Retro All Star (2016),107,-14.3%,$171,850703-011,$140,2016-02-14,Black/Metallic Silver-Sail,$74 - $166
Jordan 11 Retro Low Aqua Safari (GS),6,30.4%,$137,580521-143,$115,2014-05-05,White/Turbo Green-Volt Ice-Black,$141 - $159
Jordan 5 Retro Black/University Blue,38,141.4%,$328,314259-041,$145,2006-08-19,Black/University Blue-Silver,$305 - $395
Jordan 9 Retro Pinnacle Baseball Black,131,-12.4%,$261,897560-003/AH6233-903,$250,2017-07-15,Black/Metallic Gold-White,$188 - $250
Jordan 2 Retro Just Don Arctic Orange (PS),7,-24.0%,$223,923839-805,$200,2017-05-13,Arctic Orange/Arctic Orange-University Red,$81 - $223
Jordan 6 Retro Black Cat (GS),4,-42.9%,$88,384665-020,$140,2016-12-30,Black/Black-White,$53 - $107
Jordan 1 Retro Mid Black White,2,13.6%,$110,554724-038,$110,2017-07-15,Black/White-White,$110 - $140
Jordan 13 Retro Doernbecher (GS),5,-16.7%,$185,836788-305,$180,2015-11-21,Multi-Color/Black,$132 - $168
Jordan 3 Retro Pure Money,22,40.8%,$332,136064-103,$125,2007-05-12,White/Metallic Silver,$87 - $265
Jordan 4 Retro Snakeskin,384,12.5%,$677,819139-030,$400,2016-05-21,Light Bone/White-Pure Platinum-Wolf Grey,$339 - $561
Jordan 6 Retro Alternate Hare,1589,-7.9%,$203,384664-113,$190,2017-03-11,White/Gym Red-Pure Platinum,$135 - $215
Jordan 19 OG SE East Coast,5,66.7%,$275,308492-101,$165,2004-11-13,White/Flint Grey-Deep Red,$248 - $303
Jordan Defining Moments Pack (7/7),8,93.5%,$446,371496-991,$310,2009-08-22,Multi-Color/Multi-Color,$477 - $723
Jordan 14 Retro White Dark Cinder,5,150.0%,$250,311832-121,$150,2005-10-28,White/Dark Cinder-Chutney,$290 - $460
Jordan 5 Retro Supreme Black,235,142.4%,$509,824371-001,$198,2015-10-16,Black/Fire Red,$440 - $520
Jordan 3 Retro White Cement (2003),35,175.0%,$280,136064-102,$100,2003-04-19,White/Cement Grey-Fire Red,$226 - $324
Jordan 4 Retro Military Blue (2006),61,34.8%,$220,308497-141,$115,2006-09-09,White/Military Blue-Neutral Grey,$114 - $196
Jordan 12 Retro Barons (GS),27,12.9%,$186,510815-108,$140,2016-08-13,White/Black-Wolf Grey,$137 - $179
Jordan 11 Retro Playoffs (2001),41,140.0%,$398,136046-061,$125,2001-12-22,Black/True Red-White,$224 - $376
Jordan 4 Retro White Cement 2016 (GS),72,8.8%,$141,836016-192,$160,2016-02-13,White/Fire Red-Black-Tech Grey,$157 - $191
Jordan 1 Retro Top 3,4371,100.0%,$330,555088-026,$160,2016-11-28,Black/Varsity Red-Varsity Royal,$271 - $369
Jordan 1 Retro High OG Sail,291,-21.9%,$161,555088-114,$160,2017-06-20,Sail/University Red,$114 - $136
Jordan 2 Retro Radio Raheem,310,-54.7%,$117,834274-014,$190,2016-01-09,Black/Fire Pink-Photo Blue-Atomic Orange,$61 - $111
Jordan 15 Retro Laser,20,87.5%,$213,317274-071,$160,2007-12-22,Black/Metallic Gold-White Laser,$220 - $380
Jordan 4 Retro Motorsports Alternate (GS),15,-28.6%,$97,408452-006,$140,2017-06-17,Black/Soar-Matte Silver,$90 - $110
Jordan 4 Retro White Laser,40,212.0%,$540,308497-161,$200,2005-05-14,White/Varsity Red-Black Laser,$528 - $720
Jordan 2 Retro Just Don Blue,128,122.9%,$961,717170-405,$350,2015-01-31,Varsity Royal/Metallic Gold-University Red,$703 - $857
Jordan 2 Retro Just Don Arctic Orange (GS),96,-40.0%,$407,923840-805,$350,2017-05-13,Arctic Orange/Arctic Orange-University Red,$154 - $266
Jordan 5 Retro UNDFTD,27,227.6%,$396,314259-381,$145,2006-11-18,Olive/Oiled Suede-Flight Satin,$414 - $536
Jordan 1 Retro Low Chicago (2016),209,-3.8%,$118,705329-600,$130,2016-02-14,Varsity Red/Black-White,$101 - $149
Jordan 10 Retro Charlotte (2016),866,-54.7%,$150,310805-107,$190,2016-06-18,White/Concord-Blue Lagoon-Black,$65 - $107
Jordan XXX1 Jordan Brand Classic West,6,32.4%,$279,AA2564-071,$185,2017-04-14,Cool Grey/White-Metallic Gold,$208 - $282
Jordan 13 Retro Low Brave Blue (GS),3,7.5%,$120,310811-407,$120,2017-04-08,Brave Blue/Metallic Silver-Black,$100 - $158
Jordan 13 Retro Ray Allen PE,13,928.6%,$1986,414571-125,$175,2011-07-23,White/Clover,"$1,515 - $2,085"
Jordan 5 Retro Fire Red (2013),375,65.0%,$248,136027-100,$160,2013-01-26,White/Fire Red-Black,$212 - $316
Jordan 12 Retro Flu Game 2016 (GS),84,-3.6%,$141,153265-002,$140,2016-05-28,Black/Varsity Red,$118 - $152
Jordan 2 Retro Eminem (The Way I Am),6,3081.8%,$3415,308308-002,$110,2008-12-18,Black/Stealth-Varsity Red,"$3,149 - $3,851"
Jordan 1 SB Lance Mountain Black,105,153.3%,$403,653532-002,$150,2014-06-07,Black/Red Black/Royal,$357 - $403
Jordan 10 Retro Shadow CDP (2008),48,61.3%,$275,310805-061,$155,2008-01-19,Black/Dark Shadow-True Red,$211 - $289
Jordan 11 Retro Gamma Blue,1111,89.7%,$450,378037-006,$185,2013-12-21,Black/Gamma Blue-Varsity Maize,$294 - $408
Jordan 3 Retro True Blue (2016),4181,-20.5%,$229,854262-106,$220,2016-11-25,White/True Blue-Varsity Red,$158 - $192
Jordan 5 Retro 3Lab5 Black Silver,195,-37.3%,$246,599581-003,$225,2014-07-26,Black/Metallic Silver,$94 - $188
Jordan 1 Retro Family Forever,108,25.0%,$178,682781-415,$140,2014-06-14,Obsidian/White-Dark Powder Blue-Game Royal,$145 - $205
Jordan 23 White Stealth,21,48.6%,$209,318376-102,$185,2008-04-05,White/Stealth-Black-Metallic Gold,$206 - $344
Jordan 11 Retro 72-10 (GS),97,-6.3%,$178,378038-002,$160,2015-12-12,Black/Gym Red-White-Anthracite,$131 - $169
Jordan XX9 Hare,11,-60.0%,$96,695515-805,$225,2015-05-05,Bright Mandarin/Ink-White-Light Poison Green,$73 - $107
Jordan 15 Retro PSNY Woven Black Friends and Family,--,--,--,TBD,Black/Black-Sail,$190,2017-09-10,--,-- - --
Jordan 20 Retro Playoff,99,-9.1%,$148,310455-003,$220,2015-06-06,Black/White-Cool Grey,$169 - $231
Jordan Son of Mars Hot Lava,43,-35.6%,$120,512245-105,$160,2015-07-22,White/Fuchsia Flash-Black-Wolf Grey-Hot Lava,$93 - $113
Jordan XX9 Black Team Orange,24,10.2%,$281,695515-005,$225,2014-09-06,Black/Team Orange-Dark Grey,$170 - $326
Jordan 5 Retro Triple Black,43,-33.3%,$303,881432-010,$400,2017-07-08,Black/Black-Black,$222 - $312
Jordan Converse Pack,157,-23.3%,$258,917931-900,$300,2017-06-28,Multi-Color/Multi-Color,$209 - $251
Jordan 11 Retro Low Bred (GS),41,82.5%,$190,528896-012,$120,2015-05-22,Black/True Red-White,$201 - $237
Jordan 16 Retro Trophy Room French Blue,223,-1.8%,$269,854225-416,$275,2016-11-05,French Blue/White,$241 - $299
Jordan 1 Retro Bred (1994),2,--,$882,130207-061,Black/Varsity,Red-White,1994-01-01,--,$748 - $882
Jordan 5 Retro Shanghai Shen,31,340.0%,$799,136027-089,$170,2013-09-29,Black/Varsity Maize-Varsity Royal-Black,$635 - $861
Jordan Countdown Pack 10/13,16,85.5%,$471,318539-991,$310,2008-01-19,Multi-Color/Multi-Color,$472 - $678
Jordan 1 Retro White Elephant Print,33,-28.6%,$108,839115-106,$140,2016-02-11,White/Pure Platinum,$73 - $127
Jordan XXX1 Royal,22,-56.8%,$107,845037-007,$185,2017-04-01,Black/Game Royal-White,$66 - $94
Jordan 14 Retro White Chartreuse,12,83.3%,$236,311832-132,$150,2005-09-24,White/Chartreuse-Black,$228 - $322
Jordan 4 Retro Pony Hair Black,288,-25.0%,$506,819139-010,$400,2016-04-09,Black/Sail-Black,$217 - $383
Jordan 1 Retro AJKO Blue Quilted,34,-28.6%,$121,638471-403,$140,2016-08-27,Obsidian/White-Metallic Red Bronze,$89 - $111
Jordan 8 Retro Black Cement (GS),4,-35.7%,$95,305368-022,$140,2017-09-16,Black/Gym Red-Black-Wolf Grey,$81 - $99
Jordan XX9 BHM,7,11.1%,$247,727133-110,$225,2015-01-17,White/Black,$190 - $310
Jordan 1 Retro Low OG Ice Blue,55,7.1%,$113,905136-402,$140,2017-04-01,Ice Blue/Vachetta Tan-White,$126 - $174
Jordan 5 Retro Stealth,51,159.3%,$291,136027-142,$135,2006-10-21,White/Sport Royal-Stealth,$319 - $381
Jordan 2 Retro Iron Purple,54,23.3%,$185,385475-553,$150,2014-05-24,Iron Purple/Infrared 23-Dark Concord,$138 - $232
Jordan 2 Retro Premio Bin 23,23,360.0%,$1411,398277-201,$175,2010-04-10,Cinder/Black,$616 - $994
Jordan 4 Retro Toro Bravo,745,103.1%,$380,308497-603,$160,2013-07-13,Fire Red/White-Black-Cement Grey,$236 - $414
Jordan 8 Retro Alternate (GS),5,-7.9%,$113,305368-104,$140,2017-02-25,White/Gym Red-Black-Wolf Grey,$106 - $152
Jordan 13 Retro Black Mint Foam (GS),5,-50.0%,$109,439358-015,$140,2017-07-22,Black/Metallic Gold-Mint Foam-White,$35 - $105
Jordan 13 Retro Bred (2004),40,50.0%,$325,309259-061,$150,2004-12-22,Black/Varsity Red-White,$144 - $306
Jordan 3 Retro True Blue 2016 (GS),44,-43.8%,$107,854261-106,$160,2016-11-25,White/True Blue-Varsity Red,$65 - $115
Jordan 5 Retro Tokyo T23,13,1768.9%,$3726,454783-701,$206,2011-04-29,Varsity Maize/Anthracite-Wolf Grey-Black,"$3,479 - $4,221"
Jordan 19 OG Chrome,9,51.5%,$240,307546-102,$165,2004-03-13,White/Chrome/Flint Grey-Black,$190 - $310
Jordan Countdown Pack 6/17,9,8.1%,$456,323939-991,$310,2008-05-24,Multi-Color/Multi-Color,$199 - $471
Jordan 1 Retro Chicago (2013),215,142.9%,$325,332550-163,$140,2013-01-10,White/Varsity Red-Black,$277 - $403
Jordan 1 Retro Black Gum,168,-10.7%,$170,555088-020,$140,2014-12-06,Black/Black-Gum,$92 - $158
Jordan 1 Retro Rare Air Cool Grey,14,-26.4%,$103,332550-024,$140,2017-01-17,Cool Grey/Black-White,$93 - $113
Jordan 11 Retro Low IE White/Black (2011),16,108.3%,$198,306008-100,$120,2011-08-13,White/Black-Metallic Silver,$191 - $309
Jordan 15 Retro PSNY Woven Olive,16,31.6%,$233,AO2568-200,$190,2017-09-10,Medium Olive/Medium Olive-Sail,$231 - $269
Jordan 12 Retro Chinese New Year,2001,-6.0%,$341,881427-122,$250,2017-01-28,White/Black-Varisty Red,$172 - $298
Jordan 11 Retro Low IE White Gym Red,2,-2.9%,$175,919712-101,$175,2017-09-23,White/Gym Red-Black,$165 - $175
Jordan 1 Retro KO Sail (2016),214,-60.7%,$106,638471-102,$140,2016-03-05,Sail/Varsity Red,$32 - $78
Jordan XXX Black Cat,27,-47.5%,$121,811006-010,$200,2016-04-16,Black/Anthracite-Black-White,$77 - $133
Jordan 7 Retro Pure Platinum,553,-42.6%,$161,304775-120,$190,2017-06-03,White/Metallic Silver-Pure Platinum,$90 - $128
Jordan 5 Retro Fire Red CDP (2008),27,125.8%,$257,136027-163,$155,2008-06-21,White/Fire Red- Black,$296 - $404
Jordan 5 Retro Low Wolf Grey (GS),10,-25.0%,$126,819172-122,$120,2016-04-09,White/Black-Wolf Grey,$50 - $130
Jordan 4 Retro Military Blue (2012),93,18.8%,$238,308497-105,$160,2012-06-09,White/Military Blue-Neutral Grey,$158 - $222
"Jordan 6 Retro All Star 2017 ""Chameleon"" (GS)",18,-50.6%,$87,907960-015,$180,2017-02-17,Black/Black-White,$77 - $101
Jordan 5 Retro Blue Suede,97,34.2%,$276,136027-401,$190,2017-09-30,Game Royal/Black,$232 - $278
Jordan 13 Retro Bred 2017 (GS),52,-35.7%,$112,414574-004,$140,2017-08-19,Black/True Red-White,$63 - $117
Jordan 7 Retro Pure Platinum (GS),4,-7.9%,$77,304774-120,$140,2017-06-03,White/Metallic Silver-Pure Platinum,$98 - $160
Jordan 7 Retro Bordeaux (2015),1280,-7.4%,$256,304775-034,$190,2015-07-18,Black/Bordeaux-Light Graphite-Midnight Fog,$126 - $226
Jordan 1 Retro High Flyknit Bred (GS),50,-28.6%,$100,919702-001,$140,2017-09-09,Black/Varsity Red-White,$98 - $102
Jordan 17 OG Low Black Chrome,5,233.3%,$325,303891-004,$150,2002-10-05,Black/Chrome,$382 - $618
Jordan Dub Zero Laser,7,-5.4%,$114,705413-100,$185,2015-02-28,White/White-Metallic Silver,$140 - $210
Jordan 1 Retro Low N7,8,20.0%,$137,744805-100,$100,2015-06-03,White/Dark Turquoise-Black-Ice Cube Blue,$91 - $149
Jordan 1 Retro UNC (GS),30,-26.7%,$109,575441-117,$120,2015-10-10,White/Dark Powder Blue,$62 - $114
Jordan 10 Retro Old Royal,59,40.6%,$278,487214-107,$160,2012-02-11,White/Old Royal-Stealth,$201 - $249
Jordan 1 Retro Golf Cleat Chicago,53,62.5%,$349,917717-100,$200,2017-02-10,White/Black-Varsity Red,$243 - $407
Jordan 12 Retro PSNY Wheat,127,33.3%,$531,AA1233-700,$300,6/28/17,Wheat/Wheat-Gum Light Brown,$311 - $489
Jordan 1 Retro Un-Supreme,128,-28.6%,$131,839115-013,$140,2016-01-21,Black/Cement-White-Varsity Red,$68 - $132
"Jordan 6 Retro All Star 2017 ""Chameleon""",1661,-51.1%,$181,907961-015,$225,2017-02-19,Black/Black-Metallic Silver-White,$84 - $136
Jordan 11 Retro Cool Grey (2010),438,117.1%,$533,378037-001,$175,2010-12-23,Medium Grey/White-Cool Grey,$287 - $473
Jordan 4 Retro White Cement (2016),2440,25.0%,$313,840606-192,$220,2016-02-13,White/Fire Red-Black-Tech Grey,$245 - $305
Jordan Formula 23 Low Quai 54,9,14.2%,$161,AA7201-054,$120,2017-06-24,Black/Italy Blue-University Red,$120 - $154
Jordan 13 Retro Bred (2013),440,32.4%,$333,414571-010,$170,2013-01-12,Black/Varsity Red-White,$141 - $309
Jordan 1 Retro Nouveau BHM (2016),26,-43.3%,$139,836749-045,$150,2016-01-16,Black/White/Black/Voltage Green,$60 - $110
Jordan Horizon PSNY,29,-15.1%,$149,827432-002,$225,2015-12-12,Black/White-Pure Platinum-Anthracite,$145 - $237
Jordan 3 Retro Infrared 23,687,35.3%,$290,136064-123,$170,2014-03-08,White/Cement Grey-Infrared 23-Black,$180 - $280
Jordan 6 Retro Green Glow (GS),7,-46.4%,$86,543390-005,$140,2016-04-30,Cement Grey/Green Glow-Dark Grey-Gorge Green,$45 - $105
Jordan 5 Retro Olympic (2016),1455,-24.2%,$216,136027-133,$190,2016-08-20,White/Black-Metallic Gold Coin,$96 - $192
Jordan 10 Retro Red Steel,26,77.6%,$339,310805-161,$125,2005-09-17,White/Varsity Red/Light Steel Grey,$157 - $287
Jordan 6 Retro Infrared White (2014),709,-8.8%,$241,384664-123,$170,2014-02-15,White/Infrared,$122 - $188
Jordan 20 OG West Coast Blue,6,5.7%,$229,310455-411,$175,2005-07-01,University Blue/White-Black,$159 - $211
Jordan 1 Retro Max Orange,11,64.3%,$178,344613-061,$115,2009-01-31,Black/Max Orange-White,$146 - $232
Jordan 11 Retro Low IE Bred,18,73.9%,$216,306008-061,$115,2003-05-24,Black/Varsity Red-Dark Charcoal,$161 - $239
Jordan 8 Retro Confetti,626,-12.0%,$295,832821-004,$250,2016-06-25,Black/Metallic Gold-Anthracite,$157 - $283
Jordan 1 SB Lance Mountain White,162,133.3%,$408,653532-100,$150,2014-06-07,White/Red White/Royal,$293 - $407
Jordan 1 Retro Levi's,12,77.2%,$581,332083-435,$395,2008-03-01,Varsity Red/Midnight Navy-Khaki-White,$613 - $787
Jordan 7 Retro Cardinal (2006),40,122.2%,$300,304775-101,$135,2006-04-22,White/Black-Cardinal Red-Bronze,$283 - $317
Jordan XXX1 Why Not? Cement,198,27.0%,$247,AA9794-003,$185,2017-04-29,Cement Grey/Black-Dark Grey-White,$195 - $275
Jordan 11 Retro Pinnacle Grey Suede,589,44.5%,$737,914433-003,$400,2016-12-23,Cool Grey/Sail,$476 - $680
Jordan Son of Mars Stealth,17,-6.3%,$147,512245-037,$160,2012-08-11,Stealth/White-Shaded Blue-University Gold,$141 - $159
Jordan 9 Retro White Black CDP (2008),13,7.1%,$279,302370-161,$155,2008-03-15,White/Black-True Red,$98 - $234
Jordan 4 Retro Thunder (2012),369,84.4%,$305,308497-008,$160,2012-12-22,Black/Tour Yellow,$264 - $326
Jordan 4 Retro Pure Money (2017),2294,-21.1%,$182,308497-100,$190,2017-05-13,White/Metallic Silver-Pure Platinum,$135 - $165
Jordan 1 Retro High Wings,1740,12.5%,$306,AA2887-035,$200,2017-05-17,Black/Black-Metallic Gold,$184 - $266
Jordan 16 Retro Bred CDP (2008),67,190.3%,$400,322723-061,$155,2008-06-21,Black/Varsity Red Countdown Pack,$356 - $544
Jordan 6 Rings Concord,6,50.0%,$171,322992-151,$150,2008-10-08,White/Dark Concord-Black,$175 - $275
Jordan 2 Retro Low Gym Red,150,-25.6%,$142,832819-606,$160,2016-04-02,Gym Red/University Red/Hyper Turquoise,$83 - $155
Jordan 9 Retro Johnny Kilroy,208,12.5%,$276,302370-012,$160,2012-10-06,Black/Gym Red-Metallic Platinum,$129 - $231
Jordan 4 Retro Motorsports Alternate,1330,-26.3%,$173,308497-006,$190,2017-06-17,Black/Game Royal-Matte Silver-White,$110 - $170
Jordan 5 Retro Tropical Teal (GS),1,-28.3%,$86,440892-307,$120,2013-11-23,Tropical Teal/White-Digital Pink-Court Purple,$77 - $95
Jordan XX9 Photo Reel,17,222.7%,$488,695515-806,$225,2015-02-13,Photo Reel/Team Orange-Gym,$615 - $837
Jordan 3 Retro White Cement (2011),319,248.0%,$418,136064-105,$150,2011-01-22,White/Cement Grey-Fire Red,$418 - $626
Jordan 1 Retro Pinnacle Baroque Brown,221,-25.0%,$333,705075-205,$400,2015-10-31,Baroque Brown/Metallic Gold-White,$267 - $333
Jordan 1.5 Retro Militia Green (2015),20,-50.0%,$94,768861-008,$150,2015-09-19,Black/Militia Green-White-Gum Yellow,$51 - $99
Jordan 9 Retro Citrus,35,116.7%,$264,302370-004,$150,2010-07-01,Black/Citrus,$300 - $350
Jordan 7 Retro DMP Magic,13,51.6%,$219,304775,$155,2009-08-15,161 White/Varsity Royal-Black,$169 - $301
Jordan 12 Retro Deep Royal Blue,3183,21.1%,$277,130690-400,$190,2016-11-12,Deep Royal Blue/White-Metallic Silver,$204 - $256
Jordan 1 Retro High OG Black,203,-31.3%,$140,555088-022,$160,2017-08-01,Black/University Red,$91 - $129
Jordan Hydro Slide Retro 5 Pinnacle Bronze,17,60.0%,$86,854555-105,$75,2016-10-22,Metallic Bronze/White,$103 - $137
Jordan 1 Retro Sonics,7,23.8%,$96,554724-307,$105,2013-07-20,Gorge Green/University Gold-White-Black,$113 - $147
Jordan 7 Retro J2K Obsidian,8,585.7%,$1059,543560-415,$175,2012-08-04,Obsidian/Natural-Filbert-White,"$992 - $1,408"
Jordan 14 Retro Black Toe (2014),366,38.2%,$317,487471-102,$170,2014-09-20,White/Black-Varsity Red-Metallic Silver,$170 - $300
Jordan 13 Retro Low Pure Platinum,473,-28.6%,$160,310810-100,$175,2017-05-20,White/Metallic Silver,$113 - $137
Jordan Future Black Ice,40,66.7%,$206,656503-011,$150,2014-08-27,Black/Black-Clear,$212 - $288
Jordan 5 Retro Wolf Grey,234,100.0%,$341,136027-005,$150,2011-05-14,Light Graphite/White-Wolf Grey,$239 - $361
Jordan 6 Retro Champagne,223,32.0%,$407,384664-350,$250,2014-06-14,Pure Green/Metallic Gold-Chilling Red-Black,$267 - $393
