Jordan 10 Retro Rio,548,-7.9%,$186,310805-019,$190,2016-05-07,Wolf Grey/Photo Blue-Obsidian-Green Glow,$168 - $182
Jordan 10 Retro London,680,18.4%,$226,310805-004,$190,2016-06-18,Pure Platinum/Dark Grey/Cool Grey/Metallic Gold,$212 - $238
Jordan 11 Retro Low IE Obsidian,86,-8.0%,$209,919712-400,$175,2017-07-29,Obsidian/White,$143 - $179
Jordan 12 Retro Low Playoffs (GS),8,15.4%,$110,308305-004,$130,2017-02-25,Black/Varsity Red-White-Metallic Silver,$125 - $175
Jordan 2 Retro Doernbecher Peacock,19,971.4%,$1164,318304-071,$140,2007-11-09,Black/Pro Gold-Lucky Green,"$1,304 - $1,696"
Jordan 4 Retro White Cement (1999),4,150.0%,$379,136013-101,$100,1999-06-02,White/Black,$48 - $452
Jordan 6 Retro Carmine 2014 (GS),7,50.0%,$207,384665-160,$120,2014-05-24,White/Carmine-Black,$119 - $241
Jordan 5 Retro Heiress Camo (GS),2,-25.0%,$115,919710-030,$160,2017-09-16,Black/Black-Light Bone-Metallic Field,$115 - $125
Jordan 7 Retro Citrus,29,48.9%,$327,304775-081,$135,2006-06-28,Black/Citrus-Varsity Red,$125 - $277
Jordan Trunner LX BHM (2017),15,-52.9%,$150,909408-032,$170,2017-02-16,White/Black-Metallic Gold,$42 - $118
Jordan 4 Retro Oreo (2015),1252,31.6%,$260,314254-003,$190,2015-02-21,Black/Tech Grey-White,$213 - $287
Jordan 1 Retro Mid Team Royal Ice Blue,8,-9.1%,$96,554724-,400,$110,2017-04-01,Team Royal/Ice Blue-White,$89 - $111
Jordan 13 Retro Altitudes (2005),29,66.7%,$320,310004-031,$150,2005-02-26,Black/Altitude Green,$188 - $312
Jordan 13 Retro 3M Reflective Silver,290,35.1%,$256,696298-023,$185,2014-10-04,Reflective Silver/Infrared 23-Black,$223 - $277
Jordan 1 Retro Blake Griffin PE,22,-21.5%,$115,332550-601,$130,2014-12-20,Gym Red/Black-White,$68 - $136
Jordan Future Premium Metallic Silver,11,35.1%,$201,652141-050,$185,2014-07-26,Metallic Silver/Black-White,$167 - $333
Jordan 1 Retro Red Elephant Print,71,-35.7%,$87,839115-600,$140,2016-01-21,Gym Red/White-Team Red-White,$78 - $102
Jordan 10 Retro Bobcats,298,-36.5%,$181,310805-026,$170,2014-01-11,Wolf Grey/New Slate-Atomic Orange-Dark Powder Blue,$85 - $131
Jordan 7 Retro Hare YOTR (2011),58,59.4%,$365,459873-005,$160,2011-05-07,Light Silver/Metallic Gold-True Red-White,$188 - $322
Jordan 8 Retro Aqua (2015),2521,-7.9%,$202,305381-025,$190,2015-11-27,Black/Bright Concord-Aqua Tone,$130 - $220
Jordan 13 Retro Alternate History Of Flight,934,-22.6%,$187,414571-103,$190,2017-07-22,White/Metallic Silver-University Red,$130 - $164
Jordan 1 Retro Shattered Backboard,916,431.3%,$606,555088-005,$160,2015-06-27,Black/Starfish-Sail,$724 - $976
Jordan 10 Retro Venom Green,190,2.9%,$189,310805-033,$170,2014-03-22,Black/Cool Grey-Anthracite-Venom Green,$153 - $197
Jordan 7 Retro Black Hyper Pink (GS),4,-64.3%,$82,442960-018,$140,2017-04-29,Black/Hyper Pink,$26 - $74
Jordan XXX1 Battle Grey,5,-39.4%,$164,914293-013,$165,2016-10-29,Dark Grey/Wolf Grey,$23 - $177
Jordan 12 Retro Wolf Grey Vivid Pink (GS),20,3.6%,$152,510815-029,$140,2016-11-19,Wolf Grey/Vivid Pink-Cool Grey,$122 - $168
Jordan 1 Retro Mid Nouveau Cool Grey,9,-25.9%,$100,629151-007,$135,2014-11-14,Cool Grey/White/Gum Light Brown,$90 - $110
Jordan 3 Retro 5Lab3 Black,215,-33.3%,$233,631603-010,$225,2014-05-17,Black/Black-Clear,$112 - $188
Jordan 6 Retro Heiress Black Suede (GS),23,-21.9%,$127,881430-029,$160,2017-02-17,Black/Black-White-Gym Red,$120 - $130
Jordan 4 Retro Doernbecher,84,442.9%,$1175,308497-015,$175,2011-11-08,Black/Old Royal-Electric Green-White,"$774 - $1,126"
Jordan 1 OG Laney,71,32.1%,$209,555088-707,$140,2013-11-16,Varsity Maize/Game Royal-White,$148 - $222
Jordan 1 Retro Defining Moments Pack Bred (DMP),5,83.0%,$245,332550-061,$112,2009-07-11,Black/Varsity Red,$163 - $247
Jordan 1 Retro Blue Suede,355,-28.6%,$145,332550-404,$140,2017-04-01,Team Royal/Team Royal,$46 - $154
Jordan 11 Retro Pantone,176,43.2%,$486,689479-405,$250,2014-12-23,Pantone Blue/White,$298 - $418
Jordan 14 Retro Graphite Chartreuse (2005),5,3.3%,$261,311832-031,$150,2005-09-24,Light Graphite/Chartreuse-Black,$99 - $211
Jordan 6 Retro Pantone (GS),10,42.9%,$189,543390-407,$140,2017-03-25,Still Blue/White-White,$170 - $230
Jordan 9 Retro Low Bright Mango,517,-32.4%,$156,832822-805,$170,2016-05-07,Bright Mango/Hasta-Ghost Green,$82 - $148
Jordan Son of Mars Marvin the Martian,19,-35.6%,$113,512245-006,$160,2015-08-08,Black/Gym Red-Cool Grey-Green Pulse,$94 - $112
Jordan 14 Retro Light Graphite (2011),41,56.3%,$220,311832-011,$160,2011-10-08,Light Graphite/Midnight Navy-Black,$215 - $285
Jordan 1 Retro KO Bred (2015),251,-35.7%,$138,638471-001,$140,2015-12-19,Black/Varsity Red-White,$25 - $155
Jordan 14 Retro White Forest Green,15,23.3%,$271,311832-131,$150,2005-10-22,White/Black-Deep Forest Green-Graphite,$109 - $261
Jordan 12 Retro Hyper Jade (GS),16,--,$170,510815-017,$140,2016-07-02,Black/Metallic Silver-Hyper Jade,$98 - $182
Jordan 20 Retro Stealth,106,-1.8%,$206,310455-002,$220,2015-03-14,Black/Stealth-Varsity Red,$191 - $241
Jordan 7 Retro Barcelona Days,274,-15.8%,$215,304775-016,$190,2015-04-25,Grey/Wolf Grey-Total Orange-Turquoise Blue,$125 - $195
Jordan 2 Retro Wing It,388,-31.6%,$157,834272-103,$190,2016-03-05,White/Black-Cool Grey,$99 - $161
Jordan 11 Retro Low University Blue (2017),2815,-8.6%,$216,528895-106,$175,2017-04-15,White/University Blue,$139 - $181
Jordan 3 Retro Black History Month,41,14.3%,$434,455657-001,$175,2011-02-26,Black/Metallic Gold,$72 - $328
Jordan 8 Retro Alternate,794,-34.2%,$217,305381-104,$190,2017-02-25,White/Gym Red-Black-Wolf Grey,$93 - $157
Jordan 11 Retro Concord 2011 (GS),9,262.2%,$289,378038-107,$90,2011-12-23,White/Black-Dark Concord,$261 - $391
Jordan 6 Retro Low Infrared White,325,17.1%,$196,304401-123,$175,2015-07-04,White/Infrared 23-Black,$171 - $239
Jordan Countdown Pack 8/15,4,61.3%,$371,338151-991,$310,2008-11-15,Multi-Color/Multi-Color,$334 - $666
Jordan 1 Retro High OG Spike Lee Fort Greene,8,766.7%,$2521,705588-550,$300,2017-06-16,Midnight Navy/Black-White,"$1,890 - $3,310"
Jordan 5 Retro Fire Red (2006),58,-6.3%,$219,136027-162,$160,2006-12-16,White/Fire-Red/Black,$123 - $177
Jordan 3 Retro Joker,167,18.8%,$242,136064-018,$160,2013-02-16,Black/Electric Green/Cayanne/Purple/White,$158 - $222
Jordan 9 Retro Photo Blue Black Bottom,41,12.5%,$189,302370-007b,Black/Photo,Blue-White,$160,2013-05-09,--,$134 - $226
Jordan 1 Retro AJKO Royal,204,17.9%,$147,638471-007,$140,2014-08-23,Black/Black-Sport Blue,$132 - $198
Jordan 11 Retro Concord (2011),881,134.3%,$545,378037-107,$175,2011-12-23,White/Black-Dark Concord,$325 - $495
Jordan 3 Retro Fire Red (2013),466,31.9%,$253,136064-120,$160,2013-08-03,White/Fire Red-Neutral Grey-Black,$167 - $255
Jordan 3 Retro White Cement 2011 (GS),2,--,$159,398614-105,White/Fire,Red-Cement,Grey-Black,--,$159 - $184
Jordan 6 Retro Motorsport,58,105.7%,$372,395866-101,$175,2010-02-06,White/Black,$316 - $404
Jordan 1 Retro LA,320,71.9%,$244,819012-130,$160,2015-11-14,White/Metallic Gold,$234 - $316
Jordan 3 Retro Powder Blue,420,-17.6%,$224,136064-406,$170,2014-01-18,Dark Powder Blue/Black-Wolf Grey-White,$99 - $181
Jordan 4 Retro Dunk From Above (GS),6,-42.9%,$61,408452-425,$140,2016-03-19,Midnight Navy/Metallic Gold-Gold Leaf-White,$67 - $93
Jordan 4 Retro Eminem Carhartt,11,--,$14602,136863,$0,2015-11-23,Retro Black/Metallic Silver,"$7,800 - $18,200"
Jordan 19 OG Bred (2004),22,81.8%,$278,307546-061,$165,2004-05-08,Black/Varisty Red,$267 - $333
Jordan 20 Retro Black CDP (2008),34,-51.0%,$240,340252-001,$155,2008-10-18,Black/Black-Dark Charcoal,$29 - $123
Jordan 2 Retro QF Candy Pack Green,14,67.4%,$338,395709-301,$135,2010-11-06,Classic Green/White-Black,$165 - $287
Jordan 5 Retro Black Metallic (2016),2788,-2.3%,$261,845035-003,$220,2016-07-23,Black/Fire Red-Metallic Silver-White,$166 - $264
Jordan 9 Retro Calvin Bailey,57,23.8%,$279,302370-445,$160,2012-11-10,Deep Royal/University Gold-White,$147 - $249
Jordan 4 Retro Lightning,15,440.0%,$1446,314254-702,$250,2006-08-23,Tour Yellow/Dark Blue-Grey-White,"$987 - $1,713"
Jordan 1 Retro 4Lab1 Glow,20,-46.5%,$113,677690-355,$185,2014-12-31,Glow/Reflect Silver-Black-White,$83 - $115
Jordan 5 Retro Red Suede,1131,-5.8%,$210,136027-602,$190,2017-07-02,University Red/Black,$160 - $198
Jordan 11 Retro Low Barons (GS),63,-33.1%,$107,528896-010,$130,2017-05-27,Black/Metallic Silver-White,$55 - $119
Jordan 13 Retro Low Chutney,501,-34.3%,$153,310810-022,$175,2017-06-10,Black/Chutney,$96 - $134
Jordan 13 Retro OG Chicago (2017),2986,-2.6%,$228,414571-122,$190,2017-02-18,White/Black-True Red,$169 - $201
Jordan 11 Retro Low Midnight Navy,1402,23.5%,$258,528895-405,$170,2016-06-04,Midnight Navy/White-Light Gum Brown,$190 - $230
Jordan 2010 Welcome Home,2,-38.8%,$120,387358-101,$170,2010-05-08,White/Black-Varsity Red,$89 - $120
Jordan 5 Retro Doernbecher,96,405.0%,$1226,633068-010,$180,2013-09-14,Black/White-Black,"$795 - $1,023"
Jordan 11 Retro Playoffs (2012),1196,133.9%,$535,378037-010,$180,2012-12-21,Black/True Red-White,$297 - $545
Jordan 10 Retro Chicago Bulls (2012),241,71.9%,$245,310805-100,$160,2012-01-21,White/Varsity Red-Black,$244 - $306
Jordan 2 Retro White Red CDP (2008),12,-22.6%,$182,308308-162,$155,2008-04-26,White/Varsity Red,$77 - $163
Jordan 2 Retro Just Don Arctic Orange (Mens Sizes),7,260.0%,$1653,834825-805,$500,2017-06-16,Arctic Orange/Arctic Orange-University Red,"$1,452 - $2,148"
Jordan 13 Retro Flint (2010),215,99.4%,$477,414571-401,$160,2010-11-26,French Blue/University Blue-Flint Grey,$222 - $416
Jordan 8 Retro Champagne,677,24.0%,$346,832821-030,$250,2016-06-25,Light Bone/Metallic Gold-White,$263 - $357
Jordan 1 Retro Yin Yang Black,2385,-16.9%,$116,555088-011,$160,2016-08-06,Black/White-Black,$114 - $152
Jordan 5 Retro Grape (2006),31,24.1%,$230,314259-131,$145,2006-09-30,White/Grape Ice/New Emerald,$148 - $212
Jordan 9 Retro Doernbecher Pollito,171,205.7%,$746,580892-170,$175,2012-11-30,White/Metallic Gold-Black,$468 - $602
Jordan 2 Retro Melo,17,172.7%,$314,308308-141,$110,2004-04-24,White/Columbia Blue-Varisty Maize,$249 - $351
Jordan Son of Mars Olympic,9,56.3%,$226,512245-030,$160,2012-03-03,Neutral Grey/Varsity Maize-Dark Charcoal-Cool Green-Laser Blue-Black,$196 - $304
Jordan 5 Retro 3Lab5,130,-2.2%,$258,599581-007,$225,2013-09-21,Cement Grey/Gamma Blue-Black,$193 - $247
Jordan 1 Retro Deep Royal,58,-45.3%,$133,332550-420,$150,2016-12-01,Deep Royal/Black-White,$59 - $105
Jordan 2 Retro Quai 54,434,33.3%,$310,866035-001,$180,2016-07-23,Light Bone/White-Metallic Gold,$211 - $269
Jordan 3 Retro Wool,901,-60.0%,$153,854263-004,$200,2016-12-17,Dark Grey/Dark Grey-Sail,$56 - $104
Jordan XXX1 Space Jam,80,-56.8%,$117,845037-002,$185,2016-12-03,Black/Dark Concord-White,$52 - $108
Jordan 1 Retro UNC,1010,20.0%,$220,555088-117,$160,2015-10-10,White/Dark Powder Blue,$151 - $233
Jordan 11 Retro Low Midnight Navy (GS),13,24.2%,$138,528896-405,$120,2016-06-04,Midnight Navy/White-Light Gum Brown,$120 - $178
Jordan 13 Retro Low Black Varsity Maize,5,153.8%,$308,310810-001,$130,2005-05-21,Black/Metallic Silver-White-Varsity Maize,$302 - $358
Jordan 6 Retro Low Chrome (2015),577,-9.1%,$234,304401-003,$175,2015-08-29,Black/Metallic Silver-White,$104 - $214
Jordan 11 Retro Gamma Blue (GS),21,69.2%,$231,378038-006,$130,2013-12-21,Black/Gamma Blue-Varsity Maize,$189 - $251
Jordan 1 Retro Night Vision Joker,21,--,$112,136065-021,$115,2013-02-16,Black/Electric Green-Canyon Purple-Pure Violet,$85 - $145
Jordan 9 Retro Slim Jenkins,47,71.9%,$248,302370-045,$160,2012-11-24,Black/Matte Silver-University Blue,$235 - $315
Jordan 9 Retro Fontay Montana (Knicks),--,--,--,--,Black/Matte Silver-University Blue,
Jordan 1 Retro Black Metallic Gold (2013),28,1257.1%,$2173,555088-019,$140,2013-04-13,Black/Metallic Gold-White,"$1,491 - $2,309"
Jordan 22 OG Black White CDP (2008),12,3.2%,$156,332298-011,$155,2008-02-17,Black/White,$129 - $191
Jordan 1 Retro Storm Blue (GS),9,-29.2%,$87,575441-127,$120,2016-12-23,Blue/White-Storm Blue,$67 - $103
Jordan 23 Chicago,231,-46.7%,$220,811645-650,$225,2015-10-24,University Red/University Red-Gum Yellow,$62 - $178
Jordan 1 SB Craig Stecyk Black Silver,100,62.7%,$246,653532-001,$150,2014-03-15,Black/Black-Silver,$209 - $279
Jordan XXX1 Rio,5,-18.9%,$202,845037-325,$185,2016-08-12,Green Abyss/Ghost Green-White,$107 - $193
Jordan 2 Retro QF Candy Pack Red,20,159.3%,$341,395709-601,$135,2010-11-06,Varsity Red/White-Black,$317 - $383
Jordan 1 Retro Royal 2017 (GS),552,10.8%,$141,575441-007,$120,2017-04-01,Black/Royal-White,$116 - $150
Jordan XXX1 Chicago,85,-45.9%,$123,845037-600,$185,2016-11-05,University Red/Black-White,$76 - $124
Jordan 14 Retro Indiglo (2016),648,-34.2%,$157,487471-005,$190,2016-08-13,Black/White-Indiglo,$103 - $147
Jordan 11 Retro Space Jam 2016 (GS),252,27.6%,$189,378038-003,$170,2016-12-10,Black/Dark Concord-White,$201 - $233
Jordan 1 Retro Jeter RE2PECT,115,481.3%,$618,715854-402,$160,2014-09-20,Midnight Navy/Metallic Gold-Sail,"$788 - $1,072"
Jordan 5 Retro Red Suede (GS),37,-21.1%,$115,440888-602,$190,7/2/17,University Red/Black,$131 - $169
Jordan Future QS Infrared 23,32,129.7%,$380,652141-023,$185,2014-03-15,Black/Black-Infrared 23,$355 - $495
Jordan Dub Zero Oreo,17,-29.4%,$100,311046-002,$160,2016-11-09,Black/Wolf Grey-White,$107 - $119
Jordan 1 Retro AJKO Pure Platinum,66,-10.7%,$109,638471-004,$140,2016-07-30,Pure Platinum/White-Metallic Silver,$112 - $138
Jordan 1 Retro Defining Moments Celtics (DMP),47,203.6%,$330,332550-101,$112,2009-07-11,White/Black-Classic Green,$327 - $353
Jordan Countdown Pack 5/18,10,-19.4%,$324,332565-991,$310,2008-08-23,Multi-Color/Multi-Color,$200 - $300
Jordan 5 Retro Fear Pack,92,223.1%,$509,626971-350,$160,2013-08-24,Sequoia/Fire Red-Medium Olive-Black,$417 - $617
Jordan 4 Retro Fear Pack,241,197.1%,$481,626969-030,$175,2013-08-24,Black/White-Cool Grey-Pure Platinum,$405 - $635
Jordan 6 Retro Lakers,36,83.3%,$323,384664-002,$150,2010-05-15,Black/Varsity Purple-White-Varsity Maize,$196 - $354
Jordan 1 Retro Do The Right Thing Green,7,45.5%,$182,332550-131,$110,2009-07-04,White/Sea Green,$132 - $188
Jordan 3 Retro Cyber Monday (2016),1212,-36.8%,$162,136064-020,$190,2016-10-15,Black/Black-White,$97 - $143
Jordan 14 Retro Black University Blue,22,6.7%,$278,311832-041,$150,2006-01-14,Black/University Blue-Metallic Silver,$84 - $236
Jordan 13 Retro Golf Cleat White Navy,79,50.0%,$253,917719-102,$200,2017-05-19,White/Navy Blue,$255 - $345
Jordan 7 Retro Barcelona Nights,589,-18.4%,$193,705350-007,$190,2015-03-07,Black/Blue Graphite-Retro-Infrared 23,$129 - $181
Jordan 5 Retro Low Chinese New Year,573,25.0%,$275,840475-060,$200,2016-01-23,Black/Bright Crimson-Beta Blue-Black,$209 - $291
Jordan 11 Retro Low Closing Ceremony (GS),68,17.7%,$152,528896-103,$130,2016-08-27,White/Metallic Gold Coin-Black,$134 - $172
Jordan 7 Retro Pacific Blue,25,159.3%,$321,304775-281,$135,2006-04-15,Pearl White/Ceramic-Pacific Blue,$322 - $378
Jordan XX9 Year of the Goat,10,11.1%,$193,727134-407,$225,2015-02-18,Blue Force/White-Black-Light Blue Lacquer,$204 - $296
"Jordan XXX1 All Star 2017 ""Chameleon""",29,-5.5%,$134,905847-004,$200,2017-02-19,Black/Black-Metallic Silver-White,$160 - $218
Jordan 13 Retro Dirty Bred,504,29.7%,$298,414571-003,$185,2014-12-13,Black/Gym Red-Black,$184 - $296
Jordan 7 Retro Raptors (2002),17,80.8%,$252,304775-006,$125,2002-12-14,Black/Dark Charcoal-True Red,$161 - $291
Jordan 12 Retro Cherry (2009),105,233.3%,$481,130690-110,$150,2009-12-19,White/Varsity Red,$412 - $588
Jordan 7 Retro Flint,19,177.8%,$347,304775-151,$135,2006-04-22,White/Varsity Purple-Flint Grey,$325 - $425
Jordan 12 Retro Flu Game (2016),3816,44.2%,$299,130690-002,$190,2016-05-28,Black/Varsity Red,$251 - $297
Jordan 19 OG SE Black Metallic Gold,5,36.4%,$229,308492-071,$165,2004-11-13,Black/Metallic Gold,$160 - $290
Jordan 3 Retro Sport Blue,884,8.8%,$243,136064-007,$170,2014-08-16,Black/Sport Blue-Wolf Grey,$159 - $211
Jordan 10 Retro Chicago Flag,541,-47.4%,$176,310805-114,$190,2016-05-14,White/University Blue-Black-Bright Crimson,$17 - $183
Jordan 4 Retro Fire Red (2012),483,25.0%,$319,308497-110,$160,2012-08-04,White/Varsity Red-Black,$128 - $272
Jordan 10 Retro Cool Grey,123,47.1%,$208,310805-023,$170,2014-01-25,Cool Grey/Black-Infrared,$202 - $298
Jordan 16 Bred (2001),4,47.1%,$312,136059-061,$170,2001-02-17,Black/Varsity Red,$189 - $311
Jordan 11 Retro Legend Blue (2014),3227,20.0%,$312,378037-117,$200,2014-12-20,White/Black-Legend Blue,$202 - $278
Jordan 7 Retro French Blue (2015),461,5.3%,$213,304775-107,$190,2015-01-24,White/French Blue-University Blue-Flint Grey,$179 - $221
Jordan 4 Retro Ginger Wheat,360,-20.0%,$475,819139-205,$400,2016-10-29,Ginger/Gum Yellow,$261 - $379
Jordan 19 OG Midwest,7,66.7%,$241,307546-101,$165,2004-07-10,White/Varsity Red-Metallic Silver,$209 - $341
Jordan 1 Retro White Black CDP (2008),15,29.0%,$207,332550-011,$155,2008-09-20,White/Black,$180 - $220
Jordan 1 Retro Low Bred (2015),199,-15.4%,$134,705329-001,$130,2015-02-14,Black/Varsity Red-Sail,$66 - $154
Jordan 13 Retro Grey Toe (2014),477,-1.1%,$270,414571-126,$185,2014-11-15,White/Black-True Red-Cement Grey,$107 - $259
Jordan XX8 Cement Elephant,7,--,$203,555109-004,$250,2013-09-21,Cement Grey/White-Black-Gym Red,$216 - $284
Jordan 6 Retro Olympic London (2012),345,45.6%,$305,384664-130,$160,2012-07-07,White/Midnight Navy-Varsity Red,$192 - $274
Jordan 18 OG Black Sport Royal,9,128.6%,$396,305869-041,$175,2003-02-08,Black/Sport Royal,$324 - $476
Jordan 9 Retro White Black Red (2010),55,166.7%,$315,302370-102,$150,2010-08-07,White/Varsity Red-Black,$355 - $445
Jordan 1 Retro RTTG D.C.,9,--,$142,539542-435,$130,2012-07-14,Obsidian/Metallic Gold-White,$104 - $156
Jordan 5 Retro Blue Suede (GS),5,-34.2%,$125,440888-401,$190,9/30/17,Game Royal/Black,$113 - $138
Jordan 5 Retro Burgundy,23,210.3%,$431,314259-602,$145,2006-12-16,Deep Burgundy/Light Graphite-Silver,$383 - $517
Jordan 1 Retro Storm Blue,326,25.0%,$159,555088-127,$160,2016-12-23,Blue/White-Storm Blue,$182 - $218
"Jordan 1 Retro All Star 2017 ""Chameleon""",2341,14.3%,$237,907958-015,$175,2017-02-19,Black/Black-Metallic Silver-White,$182 - $218
Jordan 12 OG Cherry (1997),6,159.3%,$294,130690-161,$135,1997-01-01,White/Varsity Red,$300 - $400
Jordan 16 Retro Solefly Art Basel,101,4.0%,$395,854256-119,$275,2016-12-03,White/Retro-Pink Flash,$204 - $368
Jordan 11 Retro Space Jam (2016),6629,14.1%,$315,378037-003,$220,2016-12-10,Black/Dark Concord-White,$239 - $263
Jordan 1.5 Retro Sand Dune,7,-33.3%,$79,768861-206,$150,2015-12-12,Sand Dune/Gorge Green-White-University Red,$87 - $113
Jordan 11 Retro Low Closing Ceremony,3997,14.7%,$243,528895-103,$170,2016-08-27,White/Metallic Gold Coin-Black,$164 - $226
Jordan Countdown Pack 7/16,18,12.9%,$452,323941-992,$310,2008-06-21,Multi-Color/Multi-Color,$183 - $517
Jordan 11 Retro Low Concord (GS),13,83.3%,$219,528896-153,$120,2014-05-03,White/Black-Concord,$196 - $244
Jordan 7 Retro Marvin The Martian,705,2.6%,$166,304775-029,$190,2015-08-15,Black/University Red-Green Pulse-Cool Grey,$160 - $230
Jordan XX8 Stealth All-Star,10,19.6%,$331,555109-010,$250,2013-02-16,Black/White/Electric Green,$256 - $342
Jordan 1 Retro 30th Anniversary Laser,321,-29.7%,$158,705289-100,$185,2015-02-08,Laser White/Reflective Silver,$106 - $154
Jordan Countdown Pack 4/19,16,125.8%,$522,332567-991,$310,2008-07-19,Multi-color/Multi-color,$548 - $852
Jordan XX8 SE OKC Camo,6,22.0%,$182,616345-450,$150,2013-11-23,Game Royal/White-Team Orange-University Blue,$150 - $216
Jordan 13 Retro OG Chicago 2017 (GS),26,7.1%,$159,414574-122,$140,2017-02-18,White/Black-Team Red,$127 - $173
Jordan 3 Retro Rio Teal (GS),7,-53.6%,$70,441140-018,$140,2016-12-24,Black/Metallic Gold-Rio Teal-White,$50 - $80
Jordan 15 Retro Black Varsity Red,7,--,$371,317111-061,Black/Varsity,Red,--,$185 - $315
Jordan 6 Retro Sport Blue (2014),831,14.7%,$251,384664-107,$170,2014-08-30,White/Sport Blue-Black,$164 - $226
Jordan 16 Retro Midnight Navy (2016),440,-36.0%,$251,683075-106,$250,2016-12-22,White/Midnight Navy,$118 - $202
Jordan 23 Motorsports / Wizards,21,116.2%,$273,318376-011,$185,2008-11-28,Black/Varsity Royal-White,$338 - $462
Jordan Defining Moments Pack Last Shot (GS),15,-21.4%,$328,897561-900,$350,2017-06-14,Multi-Color/Multi-Color,$238 - $312
Jordan 2 Retro Just Don Beach,306,-6.9%,$821,834825-250,$650,2016-01-30,Beach/Metallic Gold-University Red,$446 - $764
Jordan Brazil World Cup Pack (AJ6 CP3 III),29,-50.0%,$401,688447-920,$500,2014-06-21,Black/Brazil Yellow-Green Mint,$130 - $370
Jordan 8 Retro Bugs Bunny (2003),15,14.8%,$226,305381-101,$135,2003-03-01,Bugs Bunny White/Black-True Red,$114 - $196
Jordan 11 Retro Cool Grey (2001),13,160.0%,$321,136046-011,$125,2001-03-03,Medium Grey/White-Cool Grey,$273 - $377
Jordan 4 Retro Motorsports 2017 (GS),29,-36.4%,$103,408452-117,$140,2017-03-26,White/Game Royal-Black,$80 - $98
Jordan 12 Retro Cool Grey,155,40.6%,$328,130690-012,$160,2012-05-19,Cool Grey/Team Orange-White,$160 - $290
Jordan 1 Retro High Heiress Camo (GS),--,--,--,832596-030,$140,2017-09-16,Black/Black-Metallic Field-Light Bone,-- - --
Jordan 5 Retro Pure Platinum,229,4.8%,$320,881432-003,$400,2017-04-22,Stealth/Stealth-Wolf Grey,$356 - $482
Jordan 12 Retro Wings,632,160.0%,$695,848692-033,$225,2016-04-02,Black/Metallic Gold/White,$472 - $698
Jordan Beginning Moments Pack 1/1,44,150.0%,$397,316132-991,$200,2007-04-21,Multi-Color/Multi-Color,$436 - $564
Jordan 1 Retro Low Swooshless White,9,-23.3%,$130,872782-100,$150,2016-07-16,White/White-White,$73 - $157
Jordan 12 Retro French Blue (2016),1183,25.8%,$273,130690-113,$190,2016-04-02,White/French Blue-Metallic Silver-Varsity Red,$221 - $257
Jordan 12 Retro French Blue (2004),6,307.4%,$358,136001-141,$135,2004-01-10,French Blue-Metallic Silver-Varsity Red,$403 - $697
Jordan 21 Retro Bred CDP (2008),24,77.4%,$262,322717-061,$155,2008-04-26,Black/Varsity Red,$224 - $326
Jordan 1 Retro Pinnacle White,354,-8.8%,$458,705075-130,$400,2015-05-27,White/Metallic Gold-White,$282 - $448
Jordan 15 Retro PSNY Olive Suede Friends and Family,--,--,--,TBD,Medium,Olive/Medium,Olive-Sail-Medium,Olive,2017-09-10,--,-- - --
Jordan 1 Retro Serena Williams Hyper Pink (GS),20,-10.0%,$115,873863-609,$100,2017-01-30,Hyper Pink/White-Black,$70 - $110
Jordan 9 Retro Quai 54,4,333.3%,$600,302370-105,$150,2011-07-02,White/Varsity Maize-Black,$589 - $711
Jordan 7 Retro Hot Lava (GS),5,42.9%,$128,442960-106,$140,2015-07-11,White/Black-Hot Lava-Wolf Grey,$159 - $241
Jordan 6 Retro Infrared Black (2000),7,229.2%,$362,136038-061,$120,2000-08-23,Black/Deep Infra Red; Black / Varsity Red;  Bulls Away,$354 - $436
Jordan 21 OG Flint Grey,11,--,$254,313511-001,$175,2006-04-08,Black/Flint Grey-White,$127 - $223
Jordan 17 OG White Varsity Red,9,75.0%,$409,302720-161,$200,2002-07-31,White/Varsity Red-Charcoal,$263 - $437
Jordan 18.5 OG Black Chrome Blue,11,42.9%,$188,306890-002,$175,2004-01-24,Black/Chrome - University Blue,$201 - $299
Jordan 6 Retro Black Cat,1303,-21.1%,$205,384664-020,$190,2016-12-30,Black/Black-White,$139 - $161
Jordan 13 Retro Golf White Navy Blue,81,2.9%,$221,917719-100,$175,2017-08-18,White/Black,$168 - $192
Jordan XXX1 Fine Print,18,-18.9%,$188,845037-003,$185,2016-09-17,Black/White-Wolf Grey,$107 - $193
Jordan 3 Retro Cyber Monday 2016 (GS),9,-54.7%,$70,398614-020,$190,2016-10-15,Black/Black-White,$70 - $102
Jordan 4 Retro Oreo 2015 (GS),8,-53.6%,$102,408452-003,$140,2015-02-21,Black/Tech Grey-White,$30 - $100
Jordan 4 Retro Columbia (2015),773,-10.5%,$243,314254-107,$190,2015-01-10,White/Legend Blue-Midnight Navy,$130 - $210
Jordan 11 Retro Low Bred,1490,58.2%,$319,528895-012,$170,2015-05-23,Black/True Red-White,$221 - $317
Jordan 9 Retro Olive (2012),121,87.5%,$411,302370-020,$160,2012-11-17,Black/Light Olive-Varsity Red,$233 - $367
Jordan 8 Retro Doernbecher,186,215.8%,$771,729893-480,$190,2014-11-23,Hyper Blue-Electro Orange-Black,$473 - $727
